,accuracy
568,74.13793206214905
569,78.44827771186829
570,85.34482717514038
571,76.7241358757019
572,85.34482717514038
573,76.7241358757019
574,71.55172228813171
575,79.31034564971924
576,75.86206793785095
577,71.55172228813171
578,81.8965494632721
579,74.13793206214905
580,78.44827771186829
581,79.31034564971924
582,78.44827771186829
583,77.58620977401733
584,83.62069129943848
585,85.34482717514038
586,81.03448152542114
587,81.03448152542114
588,75.0
589,87.06896305084229
590,76.7241358757019
591,80.17241358757019
592,81.03448152542114
593,72.41379022598267
594,77.58620977401733
595,81.03448152542114
596,81.8965494632721
597,81.03448152542114
598,80.17241358757019
599,75.0
600,91.37930870056152
601,89.65517282485962
602,80.17241358757019
603,86.20689511299133
604,78.44827771186829
605,83.62069129943848
606,80.17241358757019
607,84.48275923728943
608,79.31034564971924
609,77.58620977401733
610,78.44827771186829
611,81.8965494632721
612,80.17241358757019
613,76.7241358757019
614,77.58620977401733
615,84.48275923728943
616,84.48275923728943
617,81.8965494632721
618,84.48275923728943
619,45.68965435028076
620,80.17241358757019
621,85.34482717514038
622,88.79310488700867
623,73.2758641242981
624,84.48275923728943
625,78.44827771186829
626,81.8965494632721
627,85.34482717514038
628,81.8965494632721
629,77.58620977401733
630,78.44827771186829
631,78.44827771186829
632,84.48275923728943
633,81.8965494632721
634,75.0
635,82.75862336158752
636,79.31034564971924
637,79.31034564971924
638,80.17241358757019
639,82.75862336158752
640,84.48275923728943
641,87.93103694915771
642,87.06896305084229
643,75.86206793785095
644,86.20689511299133
645,76.7241358757019
646,82.75862336158752
647,81.03448152542114
648,75.0
649,73.2758641242981
650,74.13793206214905
651,82.75862336158752
652,78.44827771186829
653,83.62069129943848
654,76.7241358757019
655,87.06896305084229
656,84.48275923728943
657,79.31034564971924
658,78.44827771186829
659,78.44827771186829
660,87.06896305084229
661,76.7241358757019
662,89.65517282485962
663,87.06896305084229
664,79.31034564971924
665,77.58620977401733
666,87.06896305084229
667,83.62069129943848
668,77.58620977401733
669,84.48275923728943
670,87.06896305084229
671,75.0
672,65.51724076271057
673,83.62069129943848
674,81.8965494632721
675,87.06896305084229
676,81.8965494632721
677,80.17241358757019
678,81.03448152542114
679,79.31034564971924
680,80.17241358757019
681,79.31034564971924
682,83.62069129943848
683,77.58620977401733
684,90.51724076271057
685,79.31034564971924
686,75.86206793785095
687,76.7241358757019
688,77.58620977401733
689,84.48275923728943
690,71.55172228813171
691,79.31034564971924
692,78.44827771186829
693,81.8965494632721
694,87.93103694915771
695,83.62069129943848
696,84.48275923728943
697,84.48275923728943
698,78.44827771186829
699,81.8965494632721
700,74.13793206214905
701,82.75862336158752
702,90.51724076271057
703,81.03448152542114
704,86.20689511299133
705,82.75862336158752
706,83.62069129943848
707,74.13793206214905
708,81.8965494632721
709,83.62069129943848
710,83.62069129943848
711,82.75862336158752
712,80.17241358757019
713,77.58620977401733
714,78.44827771186829
715,78.44827771186829
716,81.03448152542114
717,81.8965494632721
718,78.44827771186829
719,81.8965494632721
720,87.06896305084229
721,81.8965494632721
722,81.8965494632721
723,79.31034564971924
724,84.48275923728943
725,81.03448152542114
726,86.20689511299133
727,79.31034564971924
728,79.31034564971924
729,78.44827771186829
730,81.03448152542114
731,79.31034564971924
732,76.7241358757019
733,75.86206793785095
734,85.34482717514038
735,76.7241358757019
736,73.2758641242981
737,82.75862336158752
738,82.75862336158752
739,73.2758641242981
740,81.8965494632721
741,73.2758641242981
742,87.93103694915771
743,82.75862336158752
744,84.48275923728943
745,84.48275923728943
746,78.44827771186829
747,76.7241358757019
748,73.2758641242981
749,84.48275923728943
750,86.20689511299133
751,82.75862336158752
752,78.44827771186829
753,83.62069129943848
754,80.17241358757019
755,85.34482717514038
756,75.86206793785095
757,79.31034564971924
758,79.31034564971924
759,76.7241358757019
760,80.17241358757019
761,77.58620977401733
762,80.17241358757019
763,75.86206793785095
764,82.75862336158752
765,90.51724076271057
766,81.8965494632721
767,79.31034564971924
768,78.44827771186829
769,80.17241358757019
770,86.20689511299133
771,86.20689511299133
772,80.17241358757019
773,81.8965494632721
774,84.48275923728943
775,82.75862336158752
776,78.44827771186829
777,82.75862336158752
778,90.51724076271057
779,80.17241358757019
780,74.13793206214905
781,81.03448152542114
782,88.79310488700867
783,75.0
784,81.8965494632721
785,74.13793206214905
786,79.31034564971924
787,76.7241358757019
788,81.8965494632721
789,81.8965494632721
790,81.03448152542114
791,81.8965494632721
792,84.48275923728943
793,79.31034564971924
794,79.31034564971924
795,74.13793206214905
796,87.93103694915771
797,82.75862336158752
798,81.8965494632721
799,83.62069129943848
800,87.93103694915771
801,70.68965435028076
802,87.93103694915771
803,80.17241358757019
804,77.58620977401733
805,81.8965494632721
806,78.44827771186829
807,80.17241358757019
808,89.65517282485962
809,77.58620977401733
810,84.48275923728943
811,77.58620977401733
812,87.93103694915771
813,81.8965494632721
814,87.06896305084229
815,81.8965494632721
816,72.41379022598267
817,71.55172228813171
818,78.44827771186829
819,82.75862336158752
820,81.8965494632721
821,89.65517282485962
822,84.48275923728943
823,75.86206793785095
824,77.58620977401733
825,78.44827771186829
826,75.0
827,77.58620977401733
828,85.34482717514038
829,78.44827771186829
830,72.41379022598267
831,80.17241358757019
832,81.03448152542114
833,81.03448152542114
834,79.31034564971924
835,82.75862336158752
836,87.93103694915771
837,83.62069129943848
838,85.34482717514038
839,81.03448152542114
840,81.03448152542114
841,83.62069129943848
842,71.55172228813171
843,80.17241358757019
844,74.13793206214905
845,86.20689511299133
846,75.86206793785095
847,44.82758641242981
848,81.8965494632721
849,77.58620977401733
850,80.17241358757019
851,82.75862336158752
852,82.75862336158752
853,81.03448152542114
854,78.44827771186829
855,81.8965494632721
856,90.51724076271057
857,87.06896305084229
858,76.7241358757019
859,81.8965494632721
860,81.8965494632721
861,85.34482717514038
862,74.13793206214905
863,80.17241358757019
864,89.65517282485962
865,75.0
866,85.34482717514038
867,82.75862336158752
868,77.58620977401733
869,81.03448152542114
870,81.03448152542114
871,82.75862336158752
872,76.7241358757019
873,75.86206793785095
874,83.62069129943848
875,75.86206793785095
876,83.62069129943848
877,81.8965494632721
878,80.17241358757019
879,83.62069129943848
880,75.86206793785095
881,81.8965494632721
882,80.17241358757019
883,83.62069129943848
884,88.79310488700867
885,87.06896305084229
886,85.34482717514038
887,73.2758641242981
888,44.82758641242981
889,88.79310488700867
890,82.75862336158752
891,83.62069129943848
892,80.17241358757019
893,73.2758641242981
894,77.58620977401733
895,82.75862336158752
896,82.75862336158752
897,69.82758641242981
898,70.68965435028076
899,82.75862336158752
900,80.17241358757019
901,79.31034564971924
902,78.44827771186829
903,87.06896305084229
904,83.62069129943848
905,80.17241358757019
906,80.17241358757019
907,81.8965494632721
908,81.03448152542114
909,82.75862336158752
910,71.55172228813171
911,83.62069129943848
912,86.20689511299133
913,75.86206793785095
914,78.44827771186829
915,88.79310488700867
916,87.93103694915771
917,81.8965494632721
918,77.58620977401733
919,81.03448152542114
920,75.0
921,83.62069129943848
922,78.44827771186829
923,89.65517282485962
924,81.03448152542114
925,80.17241358757019
926,75.86206793785095
927,80.17241358757019
928,84.48275923728943
929,76.7241358757019
930,79.31034564971924
931,77.58620977401733
932,80.17241358757019
933,77.58620977401733
934,81.03448152542114
935,82.75862336158752
936,85.34482717514038
937,80.17241358757019
938,77.58620977401733
939,81.8965494632721
940,78.44827771186829
941,78.44827771186829
942,83.62069129943848
943,81.8965494632721
944,81.03448152542114
945,74.13793206214905
946,81.03448152542114
947,83.62069129943848
948,83.62069129943848
949,81.03448152542114
950,77.58620977401733
951,90.51724076271057
952,81.8965494632721
953,68.1034505367279
954,82.75862336158752
955,78.44827771186829
956,81.8965494632721
957,82.75862336158752
958,88.79310488700867
959,78.44827771186829
960,83.62069129943848
961,88.79310488700867
962,85.34482717514038
963,84.48275923728943
964,82.75862336158752
965,78.44827771186829
966,76.7241358757019
967,75.0
968,84.48275923728943
969,90.51724076271057
970,68.96551847457886
971,78.44827771186829
972,75.0
973,81.8965494632721
974,79.31034564971924
975,80.17241358757019
976,81.03448152542114
977,77.58620977401733
978,85.34482717514038
979,78.44827771186829
980,83.62069129943848
981,83.62069129943848
982,91.37930870056152
983,86.20689511299133
984,81.8965494632721
985,81.8965494632721
986,87.93103694915771
987,74.13793206214905
988,87.93103694915771
989,74.13793206214905
990,74.13793206214905
991,80.17241358757019
992,74.13793206214905
993,84.48275923728943
994,84.48275923728943
995,80.17241358757019
996,76.7241358757019
997,87.06896305084229
998,87.06896305084229
999,82.75862336158752
