,accuracy
492,88.79310488700867
493,77.58620977401733
494,81.03448152542114
495,78.44827771186829
496,79.31034564971924
497,77.58620977401733
498,89.65517282485962
499,86.20689511299133
500,77.58620977401733
501,78.44827771186829
502,80.17241358757019
503,75.0
504,82.75862336158752
505,86.20689511299133
506,83.62069129943848
507,86.20689511299133
508,90.51724076271057
509,79.31034564971924
510,89.65517282485962
511,92.24137663841248
512,92.24137663841248
513,76.7241358757019
514,88.79310488700867
515,82.75862336158752
516,90.51724076271057
517,78.44827771186829
518,87.93103694915771
519,82.75862336158752
520,87.93103694915771
521,89.65517282485962
522,79.31034564971924
523,90.51724076271057
524,81.8965494632721
525,76.7241358757019
526,78.44827771186829
527,87.93103694915771
528,75.86206793785095
529,83.62069129943848
530,79.31034564971924
531,87.06896305084229
532,81.8965494632721
533,77.58620977401733
534,76.7241358757019
535,82.75862336158752
536,86.20689511299133
537,81.03448152542114
538,85.34482717514038
539,84.48275923728943
540,80.17241358757019
541,87.06896305084229
542,79.31034564971924
543,78.44827771186829
544,91.37930870056152
545,88.79310488700867
546,75.86206793785095
547,88.79310488700867
548,77.58620977401733
549,82.75862336158752
550,82.75862336158752
551,81.03448152542114
552,82.75862336158752
553,77.58620977401733
554,82.75862336158752
555,83.62069129943848
556,81.8965494632721
557,80.17241358757019
558,78.44827771186829
559,78.44827771186829
560,87.06896305084229
561,87.06896305084229
562,80.17241358757019
563,78.44827771186829
564,79.31034564971924
565,87.06896305084229
566,84.48275923728943
567,87.93103694915771
568,91.37930870056152
569,92.24137663841248
570,78.44827771186829
571,86.20689511299133
572,75.86206793785095
573,78.44827771186829
574,81.8965494632721
575,76.7241358757019
576,83.62069129943848
577,82.75862336158752
578,80.17241358757019
579,78.44827771186829
580,78.44827771186829
581,87.93103694915771
582,88.79310488700867
583,88.79310488700867
584,81.03448152542114
585,88.79310488700867
586,81.03448152542114
587,87.93103694915771
588,78.44827771186829
589,91.37930870056152
590,82.75862336158752
591,77.58620977401733
592,92.24137663841248
593,88.79310488700867
594,80.17241358757019
595,88.79310488700867
596,79.31034564971924
597,78.44827771186829
598,85.34482717514038
599,81.03448152542114
600,83.62069129943848
601,92.24137663841248
602,80.17241358757019
603,80.17241358757019
604,87.06896305084229
605,80.17241358757019
606,93.1034505367279
607,82.75862336158752
608,87.06896305084229
609,81.8965494632721
610,92.24137663841248
611,76.7241358757019
612,79.31034564971924
613,88.79310488700867
614,75.86206793785095
615,84.48275923728943
616,77.58620977401733
617,78.44827771186829
618,77.58620977401733
619,86.20689511299133
620,80.17241358757019
621,82.75862336158752
622,88.79310488700867
623,86.20689511299133
624,79.31034564971924
625,78.44827771186829
626,81.03448152542114
627,82.75862336158752
628,82.75862336158752
629,87.93103694915771
630,84.48275923728943
631,83.62069129943848
632,82.75862336158752
633,82.75862336158752
634,76.7241358757019
635,78.44827771186829
636,77.58620977401733
637,83.62069129943848
638,76.7241358757019
639,81.03448152542114
640,78.44827771186829
641,83.62069129943848
642,83.62069129943848
643,76.7241358757019
644,80.17241358757019
645,78.44827771186829
646,89.65517282485962
647,90.51724076271057
648,78.44827771186829
649,81.8965494632721
650,87.06896305084229
651,79.31034564971924
652,77.58620977401733
653,87.93103694915771
654,76.7241358757019
655,87.93103694915771
656,86.20689511299133
657,81.8965494632721
658,79.31034564971924
659,91.37930870056152
660,91.37930870056152
661,88.79310488700867
662,79.31034564971924
663,87.06896305084229
664,87.93103694915771
665,83.62069129943848
666,81.8965494632721
667,80.17241358757019
668,77.58620977401733
669,88.79310488700867
670,81.03448152542114
671,76.7241358757019
672,90.51724076271057
673,77.58620977401733
674,80.17241358757019
675,86.20689511299133
676,78.44827771186829
677,81.03448152542114
678,80.17241358757019
679,88.79310488700867
680,80.17241358757019
681,78.44827771186829
682,79.31034564971924
683,76.7241358757019
684,84.48275923728943
685,81.8965494632721
686,81.03448152542114
687,79.31034564971924
688,91.37930870056152
689,78.44827771186829
690,79.31034564971924
691,80.17241358757019
692,85.34482717514038
693,80.17241358757019
694,85.34482717514038
695,85.34482717514038
696,76.7241358757019
697,78.44827771186829
698,87.93103694915771
699,80.17241358757019
700,89.65517282485962
701,87.93103694915771
702,80.17241358757019
703,78.44827771186829
704,80.17241358757019
705,80.17241358757019
706,81.03448152542114
707,81.8965494632721
708,83.62069129943848
709,75.0
710,78.44827771186829
711,78.44827771186829
712,76.7241358757019
713,80.17241358757019
714,79.31034564971924
715,81.03448152542114
716,76.7241358757019
717,81.8965494632721
718,90.51724076271057
719,81.03448152542114
720,80.17241358757019
721,77.58620977401733
722,81.8965494632721
723,84.48275923728943
724,81.03448152542114
725,78.44827771186829
726,85.34482717514038
727,87.93103694915771
728,77.58620977401733
729,78.44827771186829
730,87.93103694915771
731,78.44827771186829
732,78.44827771186829
733,83.62069129943848
734,90.51724076271057
735,80.17241358757019
736,89.65517282485962
737,87.06896305084229
738,88.79310488700867
739,75.86206793785095
740,91.37930870056152
741,78.44827771186829
742,79.31034564971924
743,81.03448152542114
744,78.44827771186829
745,81.8965494632721
746,87.06896305084229
747,86.20689511299133
748,78.44827771186829
749,78.44827771186829
750,88.79310488700867
751,81.03448152542114
752,77.58620977401733
753,90.51724076271057
754,76.7241358757019
755,92.24137663841248
756,81.03448152542114
757,76.7241358757019
758,85.34482717514038
759,82.75862336158752
760,92.24137663841248
761,88.79310488700867
762,80.17241358757019
763,79.31034564971924
764,79.31034564971924
765,84.48275923728943
766,80.17241358757019
767,88.79310488700867
768,89.65517282485962
769,76.7241358757019
770,87.06896305084229
771,80.17241358757019
772,78.44827771186829
773,80.17241358757019
774,79.31034564971924
775,78.44827771186829
776,87.06896305084229
777,78.44827771186829
778,89.65517282485962
779,81.03448152542114
780,79.31034564971924
781,79.31034564971924
782,77.58620977401733
783,86.20689511299133
784,79.31034564971924
785,91.37930870056152
786,89.65517282485962
787,79.31034564971924
788,78.44827771186829
789,78.44827771186829
790,90.51724076271057
791,90.51724076271057
792,92.24137663841248
793,77.58620977401733
794,81.8965494632721
795,82.75862336158752
796,79.31034564971924
797,89.65517282485962
798,81.03448152542114
799,76.7241358757019
800,79.31034564971924
801,93.1034505367279
802,90.51724076271057
803,77.58620977401733
804,78.44827771186829
805,83.62069129943848
806,89.65517282485962
807,90.51724076271057
808,83.62069129943848
809,78.44827771186829
810,79.31034564971924
811,77.58620977401733
812,85.34482717514038
813,88.79310488700867
814,87.93103694915771
815,83.62069129943848
816,78.44827771186829
817,88.79310488700867
818,81.8965494632721
819,81.8965494632721
820,84.48275923728943
821,82.75862336158752
822,81.03448152542114
823,81.03448152542114
824,81.8965494632721
825,78.44827771186829
826,92.24137663841248
827,78.44827771186829
828,85.34482717514038
829,75.86206793785095
830,87.06896305084229
831,85.34482717514038
832,80.17241358757019
833,87.93103694915771
834,92.24137663841248
835,82.75862336158752
836,89.65517282485962
837,89.65517282485962
838,81.03448152542114
839,89.65517282485962
840,89.65517282485962
841,86.20689511299133
842,91.37930870056152
843,81.8965494632721
844,80.17241358757019
845,80.17241358757019
846,77.58620977401733
847,82.75862336158752
848,76.7241358757019
849,75.86206793785095
850,78.44827771186829
851,83.62069129943848
852,91.37930870056152
853,77.58620977401733
854,91.37930870056152
855,75.0
856,79.31034564971924
857,78.44827771186829
858,78.44827771186829
859,76.7241358757019
860,88.79310488700867
861,81.03448152542114
862,77.58620977401733
863,90.51724076271057
864,87.06896305084229
865,76.7241358757019
866,82.75862336158752
867,77.58620977401733
868,77.58620977401733
869,87.06896305084229
870,79.31034564971924
871,80.17241358757019
872,79.31034564971924
873,90.51724076271057
874,76.7241358757019
875,79.31034564971924
876,79.31034564971924
877,81.8965494632721
878,80.17241358757019
879,78.44827771186829
880,78.44827771186829
881,76.7241358757019
882,87.93103694915771
883,87.06896305084229
884,82.75862336158752
885,75.86206793785095
886,81.03448152542114
887,81.03448152542114
888,78.44827771186829
889,80.17241358757019
890,80.17241358757019
891,89.65517282485962
892,92.24137663841248
893,87.06896305084229
894,87.93103694915771
895,91.37930870056152
896,87.93103694915771
897,77.58620977401733
898,80.17241358757019
899,94.82758641242981
900,79.31034564971924
901,79.31034564971924
902,77.58620977401733
903,86.20689511299133
904,91.37930870056152
905,79.31034564971924
906,76.7241358757019
907,89.65517282485962
908,76.7241358757019
909,87.06896305084229
910,87.93103694915771
911,80.17241358757019
912,86.20689511299133
913,88.79310488700867
914,79.31034564971924
915,82.75862336158752
916,78.44827771186829
917,87.06896305084229
918,85.34482717514038
919,74.13793206214905
920,88.79310488700867
921,80.17241358757019
922,88.79310488700867
923,80.17241358757019
924,91.37930870056152
925,79.31034564971924
926,90.51724076271057
927,77.58620977401733
928,90.51724076271057
929,78.44827771186829
930,81.03448152542114
931,82.75862336158752
932,81.03448152542114
933,78.44827771186829
934,81.8965494632721
935,90.51724076271057
936,91.37930870056152
937,76.7241358757019
938,77.58620977401733
939,78.44827771186829
940,81.8965494632721
941,82.75862336158752
942,76.7241358757019
943,77.58620977401733
944,87.93103694915771
945,81.03448152542114
946,81.03448152542114
947,90.51724076271057
948,88.79310488700867
949,81.8965494632721
950,81.03448152542114
951,77.58620977401733
952,75.86206793785095
953,86.20689511299133
954,90.51724076271057
955,77.58620977401733
956,83.62069129943848
957,82.75862336158752
958,84.48275923728943
959,78.44827771186829
960,76.7241358757019
961,77.58620977401733
962,77.58620977401733
963,88.79310488700867
964,80.17241358757019
965,81.03448152542114
966,85.34482717514038
967,90.51724076271057
968,77.58620977401733
969,81.03448152542114
970,91.37930870056152
971,77.58620977401733
972,87.93103694915771
973,78.44827771186829
974,77.58620977401733
975,78.44827771186829
976,81.8965494632721
977,77.58620977401733
978,81.8965494632721
979,83.62069129943848
980,76.7241358757019
981,79.31034564971924
982,75.86206793785095
983,80.17241358757019
984,78.44827771186829
985,76.7241358757019
986,78.44827771186829
987,81.03448152542114
988,89.65517282485962
989,76.7241358757019
990,83.62069129943848
991,90.51724076271057
992,82.75862336158752
993,78.44827771186829
994,78.44827771186829
995,88.79310488700867
996,81.8965494632721
997,80.17241358757019
998,81.03448152542114
999,83.62069129943848
